1757338628.642061 server started (19022): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1757338628.642099 on Darwin 24.6.0 Darwin Kernel Version 24.6.0: Mon Jul 14 11:30:40 PDT 2025; root:xnu-11417.140.69~1/RELEASE_ARM64_T6041
1757338628.642108 using libevent 2.1.12-stable select
1757338628.642120 using utf8proc 2.10.0
1757338628.642127 using ncurses 6.5 20240427
1757338628.775013 format_expand1: result is: reverse
1757338628.775014 format_expand1: expanding format: default
1757338628.775015 format_expand1: result is: default
1757338628.775017 format_replace: compare != left is: reverse
1757338628.775018 format_replace: compare != right is: default
1757338628.775020 format_replace: replaced '!=:#{E:window-status-bell-style},default' with '1'
1757338628.775021 format_expand1: result is: 1
1757338628.775022 format_replace: compare && left is: 0
1757338628.775024 format_replace: compare && right is: 1
1757338628.775025 format_replace: replaced '&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}' with '0'
1757338628.775029 format_expand1: result is: 0
1757338628.775030 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1757338628.775032 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1757338628.775035 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1757338628.775037 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1757338628.775039 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1757338628.775041 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1757338628.775042 format_replace: modifier 0 is &&
1757338628.775044 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1757338628.775045 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1757338628.775047 format_replace: modifier 0 is ||
1757338628.775048 format_expand1: expanding format: #{window_activity_flag}
1757338628.775051 format_expand1: found #{}: window_activity_flag
1757338628.775053 format_replace: format 'window_activity_flag' found: 0
1757338628.775055 format_replace: replaced 'window_activity_flag' with '0'
1757338628.775056 format_expand1: result is: 0
1757338628.775057 format_expand1: expanding format: #{window_silence_flag}
1757338628.775059 format_expand1: found #{}: window_silence_flag
1757338628.775061 format_replace: format 'window_silence_flag' found: 0
1757338628.775062 format_replace: replaced 'window_silence_flag' with '0'
1757338628.775064 format_expand1: result is: 0
1757338628.775065 format_replace: compare || left is: 0
1757338628.775067 format_replace: compare || right is: 0
1757338628.775068 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1757338628.775070 format_expand1: result is: 0
1757338628.775071 format_expand1: expanding format: #{!=:#{E:window-status-activity-style},default}
1757338628.775073 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
1757338628.775074 format_replace: modifier 0 is !=
1757338628.775076 format_expand1: expanding format: #{E:window-status-activity-style}
1757338628.775077 format_expand1: found #{}: E:window-status-activity-style
1757338628.775079 format_replace: modifier 0 is E
1757338628.775080 format_replace: format 'window-status-activity-style' found: reverse
1757338628.775081 format_expand1: expanding format: reverse
1757338628.775083 format_expand1: result is: reverse
1757338628.775084 format_replace: replaced 'E:window-status-activity-style' with 'reverse'
1757338628.775086 format_expand1: result is: reverse
1757338628.775087 format_expand1: expanding format: default
1757338628.775088 format_expand1: result is: default
1757338628.775090 format_replace: compare != left is: reverse
1757338628.775091 format_replace: compare != right is: default
1757338628.775092 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1757338628.775094 format_expand1: result is: 1
1757338628.775095 format_replace: compare && left is: 0
1757338628.775096 format_replace: compare && right is: 1
1757338628.775098 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1757338628.775099 format_expand1: result is: 0
1757338628.775101 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1757338628.775103 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1757338628.775110 format_expand1: result is: 
1757338628.775113 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1757338628.775114 format_expand1: found #*1[
1757338628.775116 format_expand1: found #{}: T:window-status-current-format
1757338628.775117 format_replace: modifier 0 is T
1757338628.775119 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1757338628.775120 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1757338628.775122 format_expand1: found #I: window_index
1757338628.775124 format_replace: format 'window_index' found: 1
1757338628.775125 format_replace: replaced 'window_index' with '1'
1757338628.775127 format_expand1: found #W: window_name
1757338628.775129 format_replace: format 'window_name' found: fish
1757338628.775131 format_replace: replaced 'window_name' with 'fish'
1757338628.775132 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1757338628.775133 format_replace: condition is: window_flags
1757338628.775136 format_replace: condition 'window_flags' found: *
1757338628.775137 format_replace: condition 'window_flags' is true
1757338628.775138 format_expand1: expanding format: #{window_flags}
1757338628.775140 format_expand1: found #{}: window_flags
1757338628.775142 format_replace: format 'window_flags' found: *
1757338628.775143 format_replace: replaced 'window_flags' with '*'
1757338628.775144 format_expand1: result is: *
1757338628.775146 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1757338628.775147 format_expand1: result is: 1:fish*
1757338628.775149 format_replace: replaced 'T:window-status-current-format' with '1:fish*'
1757338628.775150 format_expand1: found #*1[
1757338628.775152 format_expand1: found #*1[
1757338628.775153 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1757338628.775155 format_replace: condition is: window_end_flag
1757338628.775157 format_replace: condition 'window_end_flag' found: 1
1757338628.775158 format_replace: condition 'window_end_flag' is true
1757338628.775160 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1757338628.775162 format_expand1: result is: #[range=window|1 list=focus default]#[push-default]1:fish*#[pop-default]#[norange list=on default]
1757338628.775163 unref client 0x14c809000 (3 references)
1757338628.775169 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|1 list=focus default]#[push-default]1:fish*#[pop-default]#[norange list=on default]'
1757338628.775170 format_expand1: found #*1[
1757338628.775172 format_expand1: found #{}: E:status-right-style
1757338628.775175 format_replace: modifier 0 is E
1757338628.775177 format_replace: format 'status-right-style' found: default
1757338628.775178 format_expand1: expanding format: default
1757338628.775180 format_expand1: result is: default
1757338628.775181 format_replace: replaced 'E:status-right-style' with 'default'
1757338628.775183 format_expand1: found #*1[
1757338628.775184 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1757338628.775186 format_expand1: expanding format: #{status-right-length}
1757338628.775187 format_expand1: found #{}: status-right-length
1757338628.775189 format_replace: format 'status-right-length' found: 100
1757338628.775191 format_replace: replaced 'status-right-length' with '100'
1757338628.775192 format_expand1: result is: 100
1757338628.775194 format_replace: modifier 0 is T
1757338628.775195 format_replace: modifier 1 is =
1757338628.775196 format_replace: modifier 1 argument 0: 100
1757338628.775199 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1757338628.775200 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1757338628.775287 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 13:37 08-Sep-25
1757338628.775290 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1757338628.775291 format_replace: condition is: window_bigger
1757338628.775294 format_replace: condition 'window_bigger' found: 0
1757338628.775295 format_replace: condition 'window_bigger' is false
1757338628.775297 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1757338628.775299 format_expand1: found #{}: =21:pane_title
1757338628.775300 format_expand1: expanding format: 21
1757338628.775301 format_expand1: result is: 21
1757338628.775303 format_replace: modifier 0 is =
1757338628.775304 format_replace: modifier 0 argument 0: 21
1757338628.775311 format_replace: format 'pane_title' found: william.local
1757338628.775313 format_replace: applied length limit 21: william.local
1757338628.775314 format_replace: replaced '=21:pane_title' with 'william.local'
1757338628.775316 format_expand1: result is: "william.local" 13:37 08-Sep-25
1757338628.775318 format_replace: applied length limit 100: "william.local" 13:37 08-Sep-25
1757338628.775319 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"william.local" 13:37 08-Sep-25'
1757338628.775321 format_expand1: found #*1[
1757338628.775322 format_expand1: found #*1[
1757338628.775325 format_expand1: result is: #[align=left range=left default]#[push-default]#[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|1 list=focus default]#[push-default]1:fish*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"william.local" 13:37 08-Sep-25#[pop-default]#[norange default]
1757338628.775327 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1757338628.775328 unref client 0x14c809000 (2 references)
1757338628.775330 status_redraw exit: force=0, changed=0
1757338628.775332 screen_redraw_set_context: /dev/ttys000 @0 ox=0 oy=0 sx=224 sy=67 1/1
1757338628.775333 /dev/ttys000 sync start
1757338628.775336 /dev/ttys000: \033[?2026h
1757338628.775337 /dev/ttys000: \033[?25l
1757338628.775339 /dev/ttys000: current mode CURSOR,WRAP,MOUSE_BUTTON
1757338628.775340 /dev/ttys000: setting mode WRAP,MOUSE_BUTTON
1757338628.775341 /dev/ttys000: redrawing borders
1757338628.775343 screen_redraw_draw_borders: /dev/ttys000 @0
1757338628.775409 /dev/ttys000: redrawing panes
1757338628.775410 screen_redraw_draw_panes: /dev/ttys000 @0
1757338628.775412 screen_redraw_draw_pane: /dev/ttys000 @0 %0
1757338628.775413 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,0 at 0,1, width 224
1757338628.775415 tty_draw_line: px=0 py=0 nx=224 atx=0 aty=1
1757338628.775418 tty_draw_line: defaults: fg=8, bg=8
1757338628.775420 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775421 tty_clear_line: /dev/ttys000, 224 at 0,1
1757338628.775423 /dev/ttys000: \033[K
1757338628.775424 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,1 at 0,2, width 224
1757338628.775425 tty_draw_line: px=0 py=1 nx=224 atx=0 aty=2
1757338628.775427 tty_draw_line: defaults: fg=8, bg=8
1757338628.775428 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775429 tty_clear_line: /dev/ttys000, 224 at 0,2
1757338628.775431 /dev/ttys000: \r
1757338628.775432 /dev/ttys000: \n
1757338628.775433 /dev/ttys000: \033[K
1757338628.775434 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,2 at 0,3, width 224
1757338628.775436 tty_draw_line: px=0 py=2 nx=224 atx=0 aty=3
1757338628.775437 tty_draw_line: defaults: fg=8, bg=8
1757338628.775438 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775439 tty_clear_line: /dev/ttys000, 224 at 0,3
1757338628.775441 /dev/ttys000: \r
1757338628.775442 /dev/ttys000: \n
1757338628.775443 /dev/ttys000: \033[K
1757338628.775444 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,3 at 0,4, width 224
1757338628.775446 tty_draw_line: px=0 py=3 nx=224 atx=0 aty=4
1757338628.775447 tty_draw_line: defaults: fg=8, bg=8
1757338628.775448 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775449 tty_clear_line: /dev/ttys000, 224 at 0,4
1757338628.775450 /dev/ttys000: \r
1757338628.775452 /dev/ttys000: \n
1757338628.775453 /dev/ttys000: \033[K
1757338628.775454 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,4 at 0,5, width 224
1757338628.775455 tty_draw_line: px=0 py=4 nx=224 atx=0 aty=5
1757338628.775456 tty_draw_line: defaults: fg=8, bg=8
1757338628.775458 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775459 tty_clear_line: /dev/ttys000, 224 at 0,5
1757338628.775460 /dev/ttys000: \r
1757338628.775461 /dev/ttys000: \n
1757338628.775462 /dev/ttys000: \033[K
1757338628.775464 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,5 at 0,6, width 224
1757338628.775465 tty_draw_line: px=0 py=5 nx=224 atx=0 aty=6
1757338628.775466 tty_draw_line: defaults: fg=8, bg=8
1757338628.775467 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775469 tty_clear_line: /dev/ttys000, 224 at 0,6
1757338628.775470 /dev/ttys000: \r
1757338628.775471 /dev/ttys000: \n
1757338628.775472 /dev/ttys000: \033[K
1757338628.775473 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,6 at 0,7, width 224
1757338628.775475 tty_draw_line: px=0 py=6 nx=224 atx=0 aty=7
1757338628.775476 tty_draw_line: defaults: fg=8, bg=8
1757338628.775477 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775478 tty_clear_line: /dev/ttys000, 224 at 0,7
1757338628.775479 /dev/ttys000: \r
1757338628.775481 /dev/ttys000: \n
1757338628.775482 /dev/ttys000: \033[K
1757338628.775483 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,7 at 0,8, width 224
1757338628.775484 tty_draw_line: px=0 py=7 nx=224 atx=0 aty=8
1757338628.775485 tty_draw_line: defaults: fg=8, bg=8
1757338628.775487 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775488 tty_clear_line: /dev/ttys000, 224 at 0,8
1757338628.775489 /dev/ttys000: \r
1757338628.775490 /dev/ttys000: \n
1757338628.775491 /dev/ttys000: \033[K
1757338628.775493 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,8 at 0,9, width 224
1757338628.775494 tty_draw_line: px=0 py=8 nx=224 atx=0 aty=9
1757338628.775495 tty_draw_line: defaults: fg=8, bg=8
1757338628.775496 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775498 tty_clear_line: /dev/ttys000, 224 at 0,9
1757338628.775499 /dev/ttys000: \r
1757338628.775500 /dev/ttys000: \n
1757338628.775501 /dev/ttys000: \033[K
1757338628.775502 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,9 at 0,10, width 224
1757338628.775504 tty_draw_line: px=0 py=9 nx=224 atx=0 aty=10
1757338628.775505 tty_draw_line: defaults: fg=8, bg=8
1757338628.775506 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775507 tty_clear_line: /dev/ttys000, 224 at 0,10
1757338628.775508 /dev/ttys000: \r
1757338628.775510 /dev/ttys000: \n
1757338628.775513 /dev/ttys000: \033[K
1757338628.775514 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,10 at 0,11, width 224
1757338628.775516 tty_draw_line: px=0 py=10 nx=224 atx=0 aty=11
1757338628.775517 tty_draw_line: defaults: fg=8, bg=8
1757338628.775518 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775519 tty_clear_line: /dev/ttys000, 224 at 0,11
1757338628.775520 /dev/ttys000: \r
1757338628.775522 /dev/ttys000: \n
1757338628.775523 /dev/ttys000: \033[K
1757338628.775524 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,11 at 0,12, width 224
1757338628.775525 tty_draw_line: px=0 py=11 nx=224 atx=0 aty=12
1757338628.775527 tty_draw_line: defaults: fg=8, bg=8
1757338628.775528 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775529 tty_clear_line: /dev/ttys000, 224 at 0,12
1757338628.775530 /dev/ttys000: \r
1757338628.775531 /dev/ttys000: \n
1757338628.775533 /dev/ttys000: \033[K
1757338628.775534 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,12 at 0,13, width 224
1757338628.775535 tty_draw_line: px=0 py=12 nx=224 atx=0 aty=13
1757338628.775536 tty_draw_line: defaults: fg=8, bg=8
1757338628.775538 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775539 tty_clear_line: /dev/ttys000, 224 at 0,13
1757338628.775540 /dev/ttys000: \r
1757338628.775541 /dev/ttys000: \n
1757338628.775543 /dev/ttys000: \033[K
1757338628.775544 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,13 at 0,14, width 224
1757338628.775545 tty_draw_line: px=0 py=13 nx=224 atx=0 aty=14
1757338628.775546 tty_draw_line: defaults: fg=8, bg=8
1757338628.775548 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775549 tty_clear_line: /dev/ttys000, 224 at 0,14
1757338628.775550 /dev/ttys000: \r
1757338628.775551 /dev/ttys000: \n
1757338628.775552 /dev/ttys000: \033[K
1757338628.775554 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,14 at 0,15, width 224
1757338628.775555 tty_draw_line: px=0 py=14 nx=224 atx=0 aty=15
1757338628.775556 tty_draw_line: defaults: fg=8, bg=8
1757338628.775557 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775559 tty_clear_line: /dev/ttys000, 224 at 0,15
1757338628.775560 /dev/ttys000: \r
1757338628.775561 /dev/ttys000: \n
1757338628.775562 /dev/ttys000: \033[K
1757338628.775563 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,15 at 0,16, width 224
1757338628.775565 tty_draw_line: px=0 py=15 nx=224 atx=0 aty=16
1757338628.775566 tty_draw_line: defaults: fg=8, bg=8
1757338628.775567 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775568 tty_clear_line: /dev/ttys000, 224 at 0,16
1757338628.775570 /dev/ttys000: \r
1757338628.775571 /dev/ttys000: \n
1757338628.775572 /dev/ttys000: \033[K
1757338628.775573 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,16 at 0,17, width 224
1757338628.775574 tty_draw_line: px=0 py=16 nx=224 atx=0 aty=17
1757338628.775576 tty_draw_line: defaults: fg=8, bg=8
1757338628.775577 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775578 tty_clear_line: /dev/ttys000, 224 at 0,17
1757338628.775579 /dev/ttys000: \r
1757338628.775580 /dev/ttys000: \n
1757338628.775582 /dev/ttys000: \033[K
1757338628.775583 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,17 at 0,18, width 224
1757338628.775585 tty_draw_line: px=0 py=17 nx=224 atx=0 aty=18
1757338628.775587 tty_draw_line: defaults: fg=8, bg=8
1757338628.775588 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775590 tty_clear_line: /dev/ttys000, 224 at 0,18
1757338628.775592 /dev/ttys000: \r
1757338628.775593 /dev/ttys000: \n
1757338628.775595 /dev/ttys000: \033[K
1757338628.775597 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,18 at 0,19, width 224
1757338628.775599 tty_draw_line: px=0 py=18 nx=224 atx=0 aty=19
1757338628.775600 tty_draw_line: defaults: fg=8, bg=8
1757338628.775602 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775604 tty_clear_line: /dev/ttys000, 224 at 0,19
1757338628.775605 /dev/ttys000: \r
1757338628.775607 /dev/ttys000: \n
1757338628.775609 /dev/ttys000: \033[K
1757338628.775610 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,19 at 0,20, width 224
1757338628.775615 tty_draw_line: px=0 py=19 nx=224 atx=0 aty=20
1757338628.775617 tty_draw_line: defaults: fg=8, bg=8
1757338628.775619 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775621 tty_clear_line: /dev/ttys000, 224 at 0,20
1757338628.775622 /dev/ttys000: \r
1757338628.775624 /dev/ttys000: \n
1757338628.775625 /dev/ttys000: \033[K
1757338628.775627 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,20 at 0,21, width 224
1757338628.775629 tty_draw_line: px=0 py=20 nx=224 atx=0 aty=21
1757338628.775631 tty_draw_line: defaults: fg=8, bg=8
1757338628.775633 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775634 tty_clear_line: /dev/ttys000, 224 at 0,21
1757338628.775636 /dev/ttys000: \r
1757338628.775637 /dev/ttys000: \n
1757338628.775639 /dev/ttys000: \033[K
1757338628.775641 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,21 at 0,22, width 224
1757338628.775643 tty_draw_line: px=0 py=21 nx=224 atx=0 aty=22
1757338628.775644 tty_draw_line: defaults: fg=8, bg=8
1757338628.775646 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775648 tty_clear_line: /dev/ttys000, 224 at 0,22
1757338628.775649 /dev/ttys000: \r
1757338628.775651 /dev/ttys000: \n
1757338628.775653 /dev/ttys000: \033[K
1757338628.775654 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,22 at 0,23, width 224
1757338628.775656 tty_draw_line: px=0 py=22 nx=224 atx=0 aty=23
1757338628.775658 tty_draw_line: defaults: fg=8, bg=8
1757338628.775660 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775661 tty_clear_line: /dev/ttys000, 224 at 0,23
1757338628.775663 /dev/ttys000: \r
1757338628.775664 /dev/ttys000: \n
1757338628.775666 /dev/ttys000: \033[K
1757338628.775668 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,23 at 0,24, width 224
1757338628.775670 tty_draw_line: px=0 py=23 nx=224 atx=0 aty=24
1757338628.775671 tty_draw_line: defaults: fg=8, bg=8
1757338628.775673 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775675 tty_clear_line: /dev/ttys000, 224 at 0,24
1757338628.775676 /dev/ttys000: \r
1757338628.775678 /dev/ttys000: \n
1757338628.775680 /dev/ttys000: \033[K
1757338628.775682 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,24 at 0,25, width 224
1757338628.775683 tty_draw_line: px=0 py=24 nx=224 atx=0 aty=25
1757338628.775685 tty_draw_line: defaults: fg=8, bg=8
1757338628.775687 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775688 tty_clear_line: /dev/ttys000, 224 at 0,25
1757338628.775689 /dev/ttys000: \r
1757338628.775691 /dev/ttys000: \n
1757338628.775692 /dev/ttys000: \033[K
1757338628.775693 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,25 at 0,26, width 224
1757338628.775694 tty_draw_line: px=0 py=25 nx=224 atx=0 aty=26
1757338628.775695 tty_draw_line: defaults: fg=8, bg=8
1757338628.775697 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775698 tty_clear_line: /dev/ttys000, 224 at 0,26
1757338628.775699 /dev/ttys000: \r
1757338628.775700 /dev/ttys000: \n
1757338628.775701 /dev/ttys000: \033[K
1757338628.775703 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,26 at 0,27, width 224
1757338628.775704 tty_draw_line: px=0 py=26 nx=224 atx=0 aty=27
1757338628.775705 tty_draw_line: defaults: fg=8, bg=8
1757338628.775706 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775708 tty_clear_line: /dev/ttys000, 224 at 0,27
1757338628.775709 /dev/ttys000: \r
1757338628.775710 /dev/ttys000: \n
1757338628.775711 /dev/ttys000: \033[K
1757338628.775712 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,27 at 0,28, width 224
1757338628.775714 tty_draw_line: px=0 py=27 nx=224 atx=0 aty=28
1757338628.775715 tty_draw_line: defaults: fg=8, bg=8
1757338628.775716 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775717 tty_clear_line: /dev/ttys000, 224 at 0,28
1757338628.775718 /dev/ttys000: \r
1757338628.775720 /dev/ttys000: \n
1757338628.775721 /dev/ttys000: \033[K
1757338628.775722 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,28 at 0,29, width 224
1757338628.775723 tty_draw_line: px=0 py=28 nx=224 atx=0 aty=29
1757338628.775724 tty_draw_line: defaults: fg=8, bg=8
1757338628.775726 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775729 tty_clear_line: /dev/ttys000, 224 at 0,29
1757338628.775730 /dev/ttys000: \r
1757338628.775731 /dev/ttys000: \n
1757338628.775732 /dev/ttys000: \033[K
1757338628.775733 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,29 at 0,30, width 224
1757338628.775735 tty_draw_line: px=0 py=29 nx=224 atx=0 aty=30
1757338628.775736 tty_draw_line: defaults: fg=8, bg=8
1757338628.775737 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775739 tty_clear_line: /dev/ttys000, 224 at 0,30
1757338628.775740 /dev/ttys000: \r
1757338628.775741 /dev/ttys000: \n
1757338628.775742 /dev/ttys000: \033[K
1757338628.775744 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,30 at 0,31, width 224
1757338628.775745 tty_draw_line: px=0 py=30 nx=224 atx=0 aty=31
1757338628.775746 tty_draw_line: defaults: fg=8, bg=8
1757338628.775747 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775748 tty_clear_line: /dev/ttys000, 224 at 0,31
1757338628.775750 /dev/ttys000: \r
1757338628.775751 /dev/ttys000: \n
1757338628.775752 /dev/ttys000: \033[K
1757338628.775753 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,31 at 0,32, width 224
1757338628.775754 tty_draw_line: px=0 py=31 nx=224 atx=0 aty=32
1757338628.775756 tty_draw_line: defaults: fg=8, bg=8
1757338628.775757 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775758 tty_clear_line: /dev/ttys000, 224 at 0,32
1757338628.775759 /dev/ttys000: \r
1757338628.775761 /dev/ttys000: \n
1757338628.775762 /dev/ttys000: \033[K
1757338628.775763 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,32 at 0,33, width 224
1757338628.775764 tty_draw_line: px=0 py=32 nx=224 atx=0 aty=33
1757338628.775766 tty_draw_line: defaults: fg=8, bg=8
1757338628.775767 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775768 tty_clear_line: /dev/ttys000, 224 at 0,33
1757338628.775769 /dev/ttys000: \r
1757338628.775770 /dev/ttys000: \n
1757338628.775771 /dev/ttys000: \033[K
1757338628.775773 screen_redraw_draw_pane: /dev/ttys000 %0 line 0,33 at 0,34, width 224
1757338628.775774 tty_draw_line: px=0 py=33 nx=224 atx=0 aty=34
1757338628.775776 tty_draw_line: defaults: fg=8, bg=8
1757338628.775777 tty_draw_line: 224 to end of line (0 cleared)
1757338628.775778 tty_clear_line: /dev/ttys000, 224 at 0,34
1757338628.775779 /dev/ttys000: \r
1757338628.775781 /dev/ttys000: \n
